NO,식품명,식품대분류,식품상세분류
11321,카페라떼 HOT,음료 및 차류,커피류
11322,카페라떼 ICED,음료 및 차류,커피류
11323,아메리카노 HOT,음료 및 차류,커피류
11324,아메리카노 ICED,음료 및 차류,커피류
11325,에스프레소 마키아또 HOT,음료 및 차류,커피류
11326,에스프레소 꼰빠냐 HOT,음료 및 차류,커피류
11327,에스프레소 HOT,음료 및 차류,커피류
11328,멜로한 연유 라떼,음료 및 차류,커피류
11329,아이스 멜로한 연유 라떼,음료 및 차류,커피류
11330,멜로우 크림 라떼,음료 및 차류,커피류
11331,아이스 멜로우 크림 라떼,음료 및 차류,커피류
11332,에스프레소,음료 및 차류,커피류
11333,카페 아메리카노,음료 및 차류,커피류
11334,아이스 카페 아메리카노,음료 및 차류,커피류
11335,카페 라떼,음료 및 차류,커피류
11336,아이스 카페 라떼,음료 및 차류,커피류
11337,카푸치노,음료 및 차류,커피류
11338,아이스 카푸치노,음료 및 차류,커피류
11339,바닐라 라떼,음료 및 차류,커피류
11340,아이스 바닐라 라떼,음료 및 차류,커피류
11341,헤이즐넛 라떼,음료 및 차류,커피류
11342,아이스 헤이즐넛 라떼,음료 및 차류,커피류
11343,카라멜 마끼아또,음료 및 차류,커피류
11344,아이스 카라멜 마끼아또,음료 및 차류,커피류
11345,카페모카,음료 및 차류,커피류
11346,아이스 카페모카,음료 및 차류,커피류
11347,매드벨벳,음료 및 차류,커피류
11348,더치커피(에티오피아 예가체프),음료 및 차류,커피류
11349,더치커피(케냐AA),음료 및 차류,커피류
11350,더치커피(에티오피아 예가체프),음료 및 차류,커피류
11351,더치커피(케냐AA),음료 및 차류,커피류
11352,아메리카노 HOT,음료 및 차류,커피류
11353,아메리카노 ICE,음료 및 차류,커피류
11354,카페라떼 HOT,음료 및 차류,커피류
11355,카페라떼 ICE,음료 및 차류,커피류
11356,카페모카 HOT,음료 및 차류,커피류
11357,카페모카 ICE,음료 및 차류,커피류
11358,카라멜모카 HOT,음료 및 차류,커피류
11359,카라멜모카 ICE,음료 및 차류,커피류
11360,카라멜라떼 HOT,음료 및 차류,커피류
11361,카라멜라떼 ICE,음료 및 차류,커피류
11362,카라멜마끼아또 HOT,음료 및 차류,커피류
11363,카라멜마끼아또 ICE,음료 및 차류,커피류
11364,카푸치노 HOT,음료 및 차류,커피류
11365,카푸치노 ICE,음료 및 차류,커피류
11366,초코라떼 HOT,음료 및 차류,커피류
11367,초코라떼 ICE,음료 및 차류,커피류
11368,바닐라카페라떼 HOT,음료 및 차류,커피류
11369,바닐라카페라떼 ICE,음료 및 차류,커피류
11370,그린티라떼 HOT,음료 및 차류,커피류
11371,그린티라떼 ICE,음료 및 차류,커피류
11372,블랙빈 라떼 HOT,음료 및 차류,커피류
11373,블랙빈 라떼 ICE,음료 및 차류,커피류
11374,아메리카노,음료 및 차류,커피류
11375,카페라떼,음료 및 차류,커피류
11376,카푸치노,음료 및 차류,커피류
11377,카페모카,음료 및 차류,커피류
11378,카라멜 마끼아또,음료 및 차류,커피류
11379,아이스 아메리카노,음료 및 차류,커피류
11380,아이스 라떼,음료 및 차류,커피류
11381,아이스 카페모카,음료 및 차류,커피류
11382,아이스 카라멜 마끼아또,음료 및 차류,커피류
11383,에스프레소,음료 및 차류,커피류
11384,카페아다지오 딥카라멜마끼아또,음료 및 차류,커피류
11385,카페아다지오 에스프레소라떼,음료 및 차류,커피류
11386,카페라떼 Small,음료 및 차류,커피류
11387,카페라떼 Medium,음료 및 차류,커피류
11388,카페라떼 Large,음료 및 차류,커피류
11389,아이스 카페라떼 Medium,음료 및 차류,커피류
11390,아이스 카페라떼 Large,음료 및 차류,커피류
11391,아메리카노 Small,음료 및 차류,커피류
11392,아메리카노 Medium,음료 및 차류,커피류
11393,아메리카노 Large,음료 및 차류,커피류
11394,아이스 아메리카노 Medium,음료 및 차류,커피류
11395,아이스 아메리카노 Large,음료 및 차류,커피류
11396,카푸치노 Small,음료 및 차류,커피류
11397,카푸치노 Medium,음료 및 차류,커피류
11398,카푸치노 Large,음료 및 차류,커피류
11399,에스프레소,음료 및 차류,커피류
11400,프리미엄 로스트™ 원두커피 Small,음료 및 차류,커피류
11401,프리미엄 로스트™ 원두커피 Medium,음료 및 차류,커피류
11402,프리미엄 로스트™ 원두커피 Large,음료 및 차류,커피류
11403,아이스 커피 Medium,음료 및 차류,커피류
11404,아이스 커피 Large,음료 및 차류,커피류
11405,아메리카노,음료 및 차류,커피류
11406,아이스아메리카노,음료 및 차류,커피류
11407,킹아이스아메리카노,음료 및 차류,커피류
11408,카페라떼,음료 및 차류,커피류
11409,아이스카페라떼,음료 및 차류,커피류
11410,카페라떼 (ICE),음료 및 차류,커피류
11411,바닐라라떼(ICE),음료 및 차류,커피류
11412,아메리카노(HOT),음료 및 차류,커피류
11413,아메리카노(ICE),음료 및 차류,커피류
11414,아메리카노,음료 및 차류,커피류
11415,아이스 아메리카노,음료 및 차류,커피류
11416,라떼,음료 및 차류,커피류
11417,아이스라떼,음료 및 차류,커피류
11418,핫초코,음료 및 차류,커피류
11419,아이스초코,음료 및 차류,커피류
11420,코리안라떼,음료 및 차류,커피류
11421,코리안라떼아이스,음료 및 차류,커피류
11422,아메리카노(R),음료 및 차류,커피류
11423,아메리카노(S),음료 및 차류,커피류
11424,아이스 아메리카노(R),음료 및 차류,커피류
11425,아이스 아메리카노(S),음료 및 차류,커피류
11426,카페라떼(R),음료 및 차류,커피류
11427,카페라떼(S),음료 및 차류,커피류
11428,아이스 카페라떼(R),음료 및 차류,커피류
11429,아이스 카페라떼(S),음료 및 차류,커피류
11430,카푸치노(R),음료 및 차류,커피류
11431,카푸치노(S),음료 및 차류,커피류
11432,카페모카(R),음료 및 차류,커피류
11433,카페모카(S),음료 및 차류,커피류
11434,아이스 카페모카(R),음료 및 차류,커피류
11435,아이스 카페모카(S),음료 및 차류,커피류
11436,카라멜마끼아또(R),음료 및 차류,커피류
11437,카라멜마끼아또(S),음료 및 차류,커피류
11438,아이스 카라멜마끼아또(R),음료 및 차류,커피류
11439,아이스 카라멜마끼아또(S),음료 및 차류,커피류
11440,아이스 바닐라라떼(R),음료 및 차류,커피류
11441,아이스 바닐라라떼(S),음료 및 차류,커피류
11442,폼나는 콜드브루 아메리카노 (R),음료 및 차류,커피류
11443,코코넛 콜드브루 라떼,음료 및 차류,커피류
11444,콜드브루 아메리카노(R),음료 및 차류,커피류
11445,콜드브루 아메리카노(S),음료 및 차류,커피류
11446,콜드브루 라떼(R),음료 및 차류,커피류
11447,콜드브루 라떼(S),음료 및 차류,커피류
11448,콜드브루 허니라떼(R),음료 및 차류,커피류
11449,콜드브루 허니라떼(S),음료 및 차류,커피류
11450,콜드브루 보틀,음료 및 차류,커피류
11451,폼나는 메종드 카라멜,음료 및 차류,커피류
11452,폼나는 롱비치블루 아메리카노®,음료 및 차류,커피류
11453,롱비치블루 아이스 바닐라라떼(S),음료 및 차류,커피류
11454,롱비치블루 아이스 카페모카(S),음료 및 차류,커피류
11455,롱비치블루 카라멜마끼아또(S),음료 및 차류,커피류
11456,롱비치블루 아이스 카페라떼(S),음료 및 차류,커피류
11457,롱비치블루 아이스 아메리카노(S),음료 및 차류,커피류
11458,롱비치블루 바닐라라떼(S),음료 및 차류,커피류
11459,롱비치블루 카페모카(S),음료 및 차류,커피류
11460,롱비치블루 아이스 카라멜마끼아또(S),음료 및 차류,커피류
11461,롱비치블루 카푸치노(S),음료 및 차류,커피류
11462,롱비치블루 카페라떼(S),음료 및 차류,커피류
11463,롱비치블루 아메리카노(S),음료 및 차류,커피류
11464,블랙버블 라떼,음료 및 차류,커피류
11465,바닐라라떼(R),음료 및 차류,커피류
11466,바닐라라떼(S),음료 및 차류,커피류
11467,아이스 바닐라,음료 및 차류,커피류
11468,아이스 맨하탄 드립 커피(R),음료 및 차류,커피류
11469,아이스 맨하탄 드립 커피(S),음료 및 차류,커피류
11470,첼시바이브 아메리카노 (S),음료 및 차류,커피류
11471,첼시바이브 아이스아메리카노 (S),음료 및 차류,커피류
11472,첼시바이브 아이스카페라떼 (S),음료 및 차류,커피류
11473,첼시바이브 카푸치노 (S),음료 및 차류,커피류
11474,첼시바이브 카페라떼 (S),음료 및 차류,커피류
11475,아메리카노,음료 및 차류,커피류
11476,카페라떼,음료 및 차류,커피류
11477,카라멜 마끼아또,음료 및 차류,커피류
11478,아이스 카페라떼,음료 및 차류,커피류
11479,아이스 아메리카노,음료 및 차류,커피류
11480,카푸치노,음료 및 차류,커피류
11481,아이스 카라멜 마끼아또,음료 및 차류,커피류
11482,카페모카,음료 및 차류,커피류
11483,아이스 카페모카,음료 및 차류,커피류
11484,바닐라라떼,음료 및 차류,커피류
11485,아이스 바닐라라떼,음료 및 차류,커피류
11486,아메리카노 HOT,음료 및 차류,커피류
11487,꿀아메리카노HOT,음료 및 차류,커피류
11488,카페라떼HOT,음료 및 차류,커피류
11489,카라멜마끼아또HOT,음료 및 차류,커피류
11490,바닐라라떼HOT,음료 및 차류,커피류
11491,카페모카HOT,음료 및 차류,커피류
11492,민트카페모카HOT,음료 및 차류,커피류
11493,카푸치노HOT,음료 및 차류,커피류
11494,티라미수라떼HOT,음료 및 차류,커피류
11495,연유라떼HOT,음료 및 차류,커피류
11496,헤이즐넛아메리카노HOT,음료 및 차류,커피류
11497,바닐라아메리카노HOT,음료 및 차류,커피류
11498,아메리카노ICE,음료 및 차류,커피류
11499,카페라떼ICE,음료 및 차류,커피류
11500,카라멜마끼아또ICE,음료 및 차류,커피류
11501,바닐라라떼ICE,음료 및 차류,커피류
11502,카페모카ICE,음료 및 차류,커피류
11503,민트카페모카ICE,음료 및 차류,커피류
11504,큐브라떼ICE,음료 및 차류,커피류
11505,카푸치노ICE,음료 및 차류,커피류
11506,티라미수라떼ICE,음료 및 차류,커피류
11507,꿀아메리카노ICE,음료 및 차류,커피류
11508,헤이즐넛아메리카노ICE,음료 및 차류,커피류
11509,바닐라아메리카노ICE,음료 및 차류,커피류
11510,콜드브루 커피ICE,음료 및 차류,커피류
11511,콜드브루 커피HOT,음료 및 차류,커피류
11512,콜드브루 라떼 ICE,음료 및 차류,커피류
11513,콜드브루 라떼HOT,음료 및 차류,커피류
11514,콜드브루 스톰 ICE,음료 및 차류,커피류
11515,콜드브루 스톰HOT,음료 및 차류,커피류
11516,아메리카노,음료 및 차류,커피류
11517,아이스 아메리카노,음료 및 차류,커피류
11518,카페라떼,음료 및 차류,커피류
11519,아이스 카페라떼,음료 및 차류,커피류
11520,카푸치노,음료 및 차류,커피류
11521,아이스 카푸치노,음료 및 차류,커피류
11522,바닐라라떼,음료 및 차류,커피류
11523,아이스 바닐라라떼,음료 및 차류,커피류
11524,카라멜라떼,음료 및 차류,커피류
11525,아이스 카라멜라떼,음료 및 차류,커피류
11526,카페모카,음료 및 차류,커피류
11527,아이스 카페모카,음료 및 차류,커피류
11528,카라멜모카,음료 및 차류,커피류
11529,아이스 카라멜모카,음료 및 차류,커피류
11530,카라멜 마끼아또,음료 및 차류,커피류
11531,아이스 카라멜 마끼아또,음료 및 차류,커피류
11532,콜드브루,음료 및 차류,커피류
11533,아이스 콜드브루,음료 및 차류,커피류
11534,콜드브루라떼,음료 및 차류,커피류
11535,아이스 콜드브루라떼,음료 및 차류,커피류
11536,에스프레소,음료 및 차류,커피류
11537,코코몬프레소,음료 및 차류,커피류
11538,아메리카노,음료 및 차류,커피류
11539,카페라떼,음료 및 차류,커피류
11540,바닐라라떼,음료 및 차류,커피류
11541,카페모카,음료 및 차류,커피류
11542,카라멜마끼아또,음료 및 차류,커피류
11543,스위티 파이,음료 및 차류,탄산음료류
11544,마이 몽키,음료 및 차류,탄산음료류
11545,러브 미,음료 및 차류,탄산음료류
11546,레몬에이드,음료 및 차류,탄산음료류
11547,오렌지에이드,음료 및 차류,탄산음료류
11548,자몽에이드,음료 및 차류,탄산음료류
11549,자몽 스파클링 에이드,음료 및 차류,탄산음료류
11550,오렌지 스파클링 에이드,음료 및 차류,탄산음료류
11551,레몬 스파클링 에이드,음료 및 차류,탄산음료류
11552,자몽히비스커스티에이드,음료 및 차류,탄산음료류
11553,레몬에이드,음료 및 차류,탄산음료류
11554,자몽에이드,음료 및 차류,탄산음료류
11555,칼라만시에이드,음료 및 차류,탄산음료류
11556,청포도포도 에이드,음료 및 차류,탄산음료류
11557,포도포도 에이드,음료 및 차류,탄산음료류
11558,자두 에이드,음료 및 차류,탄산음료류
11559,살구 에이드,음료 및 차류,탄산음료류
11560,후레쉬 에이드 자몽 tall,음료 및 차류,탄산음료류
11561,후레쉬 에이드 자몽 grande,음료 및 차류,탄산음료류
